id,text,created_at,lang,retweet_count,reply_count,like_count,source,query,category,date,hour,day_of_week,cleaned_text,readable_text,entities,text_length,word_count,processed_date,vader_negative,vader_neutral,vader_positive,vader_compound,vader_sentiment,textblob_polarity,textblob_subjectivity,textblob_sentiment
1.9054718738337303e+18,iPhone teckno. https://t.co/Cw7p8lANuZ,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,teckno,iphone teckno,{},38,1,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.905471672783962e+18,"kinda iconic how hybe wanted to take away that apple collab from njz, then eta dropped with lyrics dissing park jiwon while the mv was filmed with an iphone 💀 https://t.co/udAgb5Pav9",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,kinda iconic hybe wanted take away collab njz eta dropped lyric dissing park jiwon mv filmed 💀,kinda iconic how hybe wanted to take away that apple collab from njz then eta dropped with lyrics dissing park jiwon while the mv was filmed with an iphone 💀,{'PERSON': ['park jiwon']},182,17,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.5,0.5,positive
1.905477168739607e+18,"Gave my homeless buddy a free iPhone since I have a few for work. It’s fully set up with insurance, a case, and plenty of pics and videos to keep him busy. Wish someone had done that for me. You can run your whole life on these phones.",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,gave homeless buddy free since work it’s fully set insurance case plenty pic video keep busy wish someone done run whole life phone,gave my homeless buddy a free iphone since i have a few for work it’s fully set up with insurance a case and plenty of pics and videos to keep him busy wish someone had done that for me you can run your whole life on these phones,{},235,23,2025-03-28,0.0,0.885,0.115,0.7184,positive,0.125,0.4,positive
1.905477078637515e+18,I really need a new iPhone cuz my computer straight up crashed on me last week,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,really need new cuz computer straight crashed last week,i really need a new iphone cuz my computer straight up crashed on me last week,{'DATE': ['last week']},78,9,2025-03-28,0.0,0.888,0.112,0.2263,positive,0.1340909090909091,0.28030303030303033,positive
1.9054768335308145e+18,"@AliAlamzadeh @zollotech iPhone 16 Pro. I don’t use a case with mine. I also have the both newer 25w style MagSafe charger, and older style charger as well.",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,pro don’t use case mine also newer w style magsafe charger older style charger well,iphone pro i don’t use a case with mine i also have the both newer w style magsafe charger and older style charger as well,"{'CARDINAL': ['16', '25w'], 'GPE': ['MagSafe']}",156,15,2025-03-28,0.0,0.928,0.072,0.2732,positive,0.16666666666666666,0.3333333333333333,positive
1.905476816128901e+18,THESE MEERUT BOYS MARRIED MENS ALL BAD CHARACTER WANT TO ENTER OTHERS HOME!! AS VIRINDA YOGESHS WIVE A THIEF STOLE IPHONE FROM PF OFFICE! IN DWARKA SECTOR 23 OTHERS OF OFFICE ENTERING SOCIETY TO BLAME OTHER FAMILIES FORCING TO MEET CRTICISING ABUSING CURSING OTHERS PARENTS AS,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,meerut boy married men bad character want enter others home virinda yogeshs wive thief stole pf office dwarka sector others office entering society blame family forcing meet crticising abusing cursing others parent,these meerut boys married mens all bad character want to enter others home as virinda yogeshs wive a thief stole iphone from pf office in dwarka sector others of office entering society to blame other families forcing to meet crticising abusing cursing others parents as,"{'PERSON': ['VIRINDA YOGESHS WIVE A THIEF STOLE IPHONE FROM PF OFFICE'], 'CARDINAL': ['23']}",276,32,2025-03-28,0.272,0.693,0.034,-0.9439,negative,-0.2916666666666667,0.4305555555555555,negative
1.905476761053205e+18,"if i didn’t have an iPhone, would i still experience those moments where u just spoke on something for the first time ever &amp; now you see it everywhere all of a sudden?",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,didn’t would still experience moment u spoke something first time ever see everywhere sudden,if i didn’t have an iphone would i still experience those moments where u just spoke on something for the first time ever amp now you see it everywhere all of a sudden,"{'ORG': ['iPhone'], 'ORDINAL': ['first']}",171,14,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.125,0.41666666666666663,positive
1.9054766273433108e+18,@GamingonPhone iPhone 13,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,,iphone,{'CARDINAL': ['13']},24,0,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1.905476595936363e+18,@ruuna_070 Do you not criticize or complain even when Apple unexpectedly releases a disappointing iPhone? Complaining is a rightful demand that content consumers make to content providers.,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,criticize complain even unexpectedly release disappointing complaining rightful demand content consumer make content provider,do you not criticize or complain even when apple unexpectedly releases a disappointing iphone complaining is a rightful demand that content consumers make to content providers,{'ORG': ['Apple']},188,14,2025-03-28,0.198,0.671,0.131,-0.2973,negative,-0.25,0.85,negative
1.9054765420814167e+18,"@geekyranjit Last week I faced similar issue with my IPhone 13, service centre people asked 29k for screen replacement but they are doing it free for pro and pro max users 🤨",2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,last week faced similar issue service centre people asked k screen replacement free pro pro max user 🤨,last week i faced similar issue with my iphone service centre people asked k for screen replacement but they are doing it free for pro and pro max users 🤨,"{'DATE': ['Last week'], 'LAW': ['IPhone 13'], 'CARDINAL': ['29k'], 'PERSON': ['max']}",173,18,2025-03-28,0.0,0.884,0.116,0.6652,positive,0.13333333333333333,0.4222222222222222,positive
1.905476498682676e+18,"If you phone is having errors with X app 
Two suggestions: 

1.UPDATE YOUR IPHONE COMPLETELY TO IOS 18.3.2  

2.UPDATE THE X APP THROUGH APP STORE https://t.co/WZ447Dhmdn",2025-03-28 04:36:59.594846+00:00,en,0,0,2,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,error x app two suggestion update completely io update x app app store,if you phone is having errors with x app two suggestions update your iphone completely to ios update the x app through app store,"{'CARDINAL': ['Two'], 'ORG': ['COMPLETELY', 'IOS']}",170,13,2025-03-28,0.088,0.912,0.0,-0.34,negative,0.1,0.4,neutral
1.905476453904348e+18,@chhagendersingh iPhone 7,2025-03-28 04:36:59.594846+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-28,4,Friday,,iphone,{'CARDINAL': ['7']},25,0,2025-03-28,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
